Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
Bmw X3 Xdrive20D Xline,Mombasa,2017,36935,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,4830720.0
Maruti Swift Vdi Bsiv,Mombasa,2015,23000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,962000.0
Bmw 5 Series 2013-2017 520D Luxury Line,Nakuru,2015,14000,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,5180000.0
Tata Indigo Cs Evx,Mombasa,2015,100073,Diesel,Manual,Second,25.0,1396.0,69.01,5.0,296000.0
Mahindra Xuv500 W8 2Wd,Mombasa,2015,59182,Diesel,Manual,First,15.1,2179.0,140.0,7.0,1400080.0000000002
Audi Q7 35 Tdi Quattro Premium Plus,Mombasa,2016,72132,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,5772000.0
Bmw 5 Series 2003-2012 520D,Kisumu,2009,79000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,2220000.0
Hyundai Verna 1.6 Sx Vtvt (O),Naivasha,2013,66930,Petrol,Manual,First,17.1,1591.0,121.3,5.0,910200.0
Hyundai Santa Fe 4Wd At,Eldoret,2015,100000,Diesel,Automatic,Second,13.01,2199.0,194.3,7.0,2146000.0
Hyundai Santro Gls Ii - Euro Ii,Nakuru,2012,43000,Petrol,Manual,First,0.0,1493.0,97.7,5.0,481000.0
Maruti Wagon R Amt Vxi,Mombasa,2018,27413,Petrol,Automatic,First,20.51,998.0,67.0,5.0,766640.0
Maruti Wagon R Lx Bsiii,Eldoret,2007,90000,Petrol,Manual,Second,17.3,1061.0,64.0,5.0,183520.0
Hyundai I20 Sportz 1.2,Kisumu,2013,40300,Petrol,Manual,First,18.5,1197.0,82.85,5.0,414400.0
Skoda Superb Elegance 1.8 Tsi At,Mombasa,2011,73783,Petrol,Automatic,Second,13.7,1798.0,157.75,5.0,774040.0000000001
Hyundai Getz Gls,Eldoret,2005,86000,Petrol,Manual,Second,15.3,1341.0,83.0,5.0,66600.0
Maruti Wagon R Lxi Bs Iv,Nairobi,2014,65694,Petrol,Manual,First,18.9,998.0,67.1,5.0,481000.0
Maruti Omni Mpi Cargo Bsiv,Kisumu,2015,23000,Petrol,Manual,First,16.8,796.0,34.2,5.0,222000.0
Hyundai I10 Magna 1.2,Nairobi,2012,51000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,421800.0
Renault Kwid 1.0 Rxt Optional,Mombasa,2018,18335,Petrol,Manual,First,21.7,999.0,67.0,5.0,666000.0
Mercedes-Benz B Class 2012-2015 B200 Sport Cdi,Nakuru,2014,36000,Diesel,Automatic,First,15.0,2147.0,107.3,5.0,2405000.0
Volkswagen Polo Gt Tsi,Nairobi,2017,25000,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,1147000.0
Mahindra Scorpio Vlx 4Wd,Nakuru,2007,81000,Diesel,Manual,Third,12.05,2179.0,120.0,8.0,643799.9999999999
Toyota Fortuner 2.8 2Wd At,Mombasa,2019,21719,Diesel,Automatic,First,12.9,2755.0,174.5,7.0,4903240.000000001
Chevrolet Beat Diesel Lt,Naivasha,2013,75421,Diesel,Manual,First,25.44,936.0,56.3,5.0,537240.0
Toyota Innova 2.5 G4 Diesel 8-Seater,Nairobi,2010,80000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,703000.0
Maruti Swift Dzire Vxi,Mombasa,2018,10671,Petrol,Manual,First,20.85,1197.0,83.14,5.0,963480.0
Renault Kwid Climber 1.0 Mt,Kisumu,2018,4126,Petrol,Manual,First,21.7,999.0,67.0,5.0,710400.0
Tata Bolt Quadrajet Xm,Kisumu,2017,98500,Diesel,Manual,First,22.95,1248.0,74.0,5.0,888000.0
Hyundai Grand I10 Asta,Naivasha,2016,61578,Petrol,Manual,First,18.9,1197.0,82.0,5.0,947200.0
Volkswagen Vento 1.5 Tdi Highline,Thika,2014,54000,Diesel,Manual,First,20.34,1498.0,103.2,5.0,725200.0000000001
Audi A6 2011-2015 2.0 Tdi,Naivasha,2013,70998,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,3044360.0
Maruti Swift Dzire Ldi Bsiv,Kisumu,2015,40082,Diesel,Manual,First,19.3,1248.0,73.9,5.0,704480.0
Chevrolet Spark 1.0 Lt,Mombasa,2012,50619,Petrol,Manual,First,18.0,995.0,62.0,5.0,296000.0
Bmw 3 Series 320D,Naivasha,2009,103905,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,1468160.0
Hyundai Eon Era Plus,Mombasa,2018,15334,Petrol,Manual,First,21.1,814.0,55.2,5.0,546120.0
Maruti Swift Dzire Vdi,Kisumu,2013,69000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,851000.0
Volkswagen Crosspolo 1.5 Tdi,Kisumu,2014,75160,Diesel,Manual,First,20.14,1498.0,88.5,5.0,843600.0
Honda Amaze E I-Vtech,Naivasha,2014,44753,Petrol,Manual,First,18.0,1198.0,86.7,5.0,731120.0000000001
Volkswagen Vento Petrol Highline At,Mombasa,2012,53024,Petrol,Automatic,First,14.4,1598.0,103.6,5.0,634920.0
Maruti Wagon R Stingray Vxi,Kisumu,2014,23840,Petrol,Manual,First,20.51,998.0,67.04,5.0,444000.0
Volkswagen Polo 1.5 Tdi Highline,Kisumu,2014,81298,Diesel,Manual,First,20.14,1498.0,88.8,5.0,962000.0
Volkswagen Polo Petrol Comfortline 1.2L,Nyeri,2015,59000,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,725200.0000000001
Honda Amaze Sx I-Dtec,Mombasa,2016,51806,Diesel,Manual,First,25.8,1498.0,98.6,5.0,799200.0
Audi A6 35 Tdi Matrix,Nairobi,2014,56000,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,3552000.0
Tata Tigor 1.05 Revotorq Xz Option,Mombasa,2019,29279,Diesel,Manual,First,24.7,1047.0,69.0,5.0,1104080.0
Volkswagen Vento 1.5 Tdi Highline At,Mombasa,2017,33550,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,1420800.0
Audi A6 35 Tdi Matrix,Kisumu,2014,62000,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,3700000.0
Nissan Terrano Xl 110 Ps,Kisumu,2014,66000,Diesel,Manual,First,19.01,1461.0,108.5,5.0,1006400.0
Skoda Rapid 1.5 Tdi At Elegance,Naivasha,2016,46630,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,1271320.0
Ford Figo Aspire 1.5 Tdci Trend,Kisumu,2016,72566,Diesel,Manual,First,25.83,1498.0,99.0,5.0,782920.0
Tata Venture Ex,Eldoret,2011,51482,Diesel,Manual,First,15.42,1405.0,70.0,8.0,370000.0
Mercedes-Benz New C-Class C 220 Cdi Be Avantgare,Mombasa,2011,90000,Diesel,Automatic,First,14.84,2143.0,167.62,5.0,2057200.0
Toyota Fortuner 4X2 Manual,Nyeri,2014,69000,Diesel,Manual,Second,13.0,2982.0,168.5,7.0,2960000.0
Honda City 1.5 V Mt,Nairobi,2011,90000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,503200.0
Hyundai I20 Asta Option 1.2,Nairobi,2015,39000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,814000.0
Volkswagen Vento Diesel Trendline,Kisumu,2012,110000,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,540200.0
Ford Endeavour 2.5L 4X2 Mt,Mombasa,2011,68022,Diesel,Manual,First,13.1,2499.0,141.0,7.0,867280.0
Ford Ecosport 1.5 Petrol Titanium Plus At,Naivasha,2018,27852,Petrol,Automatic,First,14.8,1497.0,121.36,5.0,1545120.0
Maruti Swift Vdi Bsiv,Nakuru,2013,58291,Diesel,Manual,First,17.8,1248.0,97.7,5.0,740000.0
Hyundai I20 Sportz Diesel,Naivasha,2011,68439,Diesel,Manual,First,23.0,1396.0,90.0,5.0,498760.0
Toyota Innova 2.5 Vx (Diesel) 8 Seater,Nairobi,2011,150000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,1028600.0
Tata Nexon 1.5 Revotorq Xz Plus Dual Tone,Nairobi,2018,14000,Diesel,Manual,First,21.5,1497.0,108.5,5.0,1465200.0
Ford Figo Diesel Titanium,Kisumu,2012,71558,Diesel,Manual,First,20.0,1399.0,68.05,5.0,488400.0
Porsche Panamera Diesel,Nairobi,2013,48000,Diesel,Automatic,Second,17.85,2967.0,300.0,4.0,7474000.0
Hyundai Creta 1.6 Crdi At Sx Plus,Nyeri,2015,65800,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,1850000.0
Audi A4 2.0 Tdi Multitronic,Kisumu,2014,53000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,3034000.0
Mahindra Xuv500 W8 4Wd,Kisumu,2017,14600,Diesel,Manual,First,16.0,2179.0,140.0,7.0,2146000.0
Isuzu Mux 4Wd,Nyeri,2017,34429,Diesel,Automatic,First,13.8,2999.0,174.57,7.0,2960000.0
Maruti Swift Dzire Vdi,Nairobi,2014,52000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,777000.0
Maruti Ciaz Zxi,Kisumu,2015,25470,Petrol,Manual,First,20.73,1373.0,91.1,5.0,873200.0
Hyundai Eon Era Plus,Eldoret,2013,22000,Petrol,Manual,First,21.1,814.0,55.2,5.0,384800.0
Mercedes-Benz E-Class 280 Cdi,Mombasa,2007,75000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,1628000.0
Bmw 5 Series 2003-2012 520D,Eldoret,2011,95995,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,2294000.0
Hyundai Grand I10 1.2 Crdi Sportz Option,Nyeri,2017,26877,Diesel,Manual,First,24.0,1186.0,73.97,5.0,851000.0
Jaguar Xj 3.0L Portfolio,Kisumu,2015,26000,Diesel,Automatic,First,14.47,2993.0,301.73,5.0,11100000.0
Maruti Swift Ldi Bsiii,Mombasa,2007,140000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,296000.0
Hyundai Santro Xing Gls,Kisumu,2008,95291,Petrol,Manual,First,17.92,1086.0,62.1,5.0,340399.99999999994
Toyota Innova 2.5 V Diesel 8-Seater,Kisumu,2009,135000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,1213599.9999999998
Hyundai I20 Sportz 1.2,Kisumu,2015,32000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,710400.0
Mercedes-Benz E-Class 280 Cdi,Nairobi,2008,68333,Diesel,Automatic,Second,11.0,2987.0,198.5,5.0,1258000.0
Ford Figo Diesel Zxi,Mombasa,2011,72000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,429200.0
Toyota Corolla Altis 1.4 Dg,Thika,2012,52100,Diesel,Manual,First,21.43,1364.0,86.79,5.0,962000.0
Hyundai Grand I10 1.2 Kappa Sportz,Nyeri,2018,10000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,865800.0
Jeep Compass 2.0 Limited 4X4,Naivasha,2019,6261,Diesel,Manual,First,16.3,1956.0,170.0,5.0,3538680.0
Maruti Ignis 1.2 Amt Alpha,Naivasha,2019,3906,Petrol,Automatic,First,20.89,1197.0,81.8,5.0,1089280.0
Toyota Fortuner 3.0 Diesel,Eldoret,2014,55960,Diesel,Manual,First,11.5,2982.0,171.0,7.0,2553000.0
Volkswagen Vento Diesel Highline,Nyeri,2013,144000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,1036000.0
Toyota Innova Crysta 2.4 Vx Mt,Nairobi,2017,38000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,2612199.9999999995
Ford Figo Diesel Celebration Edition,Nyeri,2013,51000,Diesel,Manual,First,20.0,1399.0,68.1,5.0,370000.0
Toyota Platinum Etios 1.4 Gxd,Kisumu,2015,150000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,888000.0
Mahindra Thar Di 4X4,Nairobi,2018,2500,Diesel,Manual,First,18.06,2523.0,63.0,7.0,1221000.0
Land Rover Range Rover Hse Dynamic,Mombasa,2018,41661,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,6634840.0
Bmw 3 Series 320D Highline,Nairobi,2011,64000,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,1554000.0
Hyundai Accent Gls,Nakuru,2008,80000,Petrol,Manual,Second,13.2,1495.0,94.0,5.0,281200.0
Maruti Celerio Zxi At,Nyeri,2016,30000,Petrol,Automatic,Second,23.1,998.0,67.04,5.0,629000.0
Jaguar Xf 2.2 Litre Luxury,Mombasa,2014,43000,Diesel,Automatic,Second,16.36,2179.0,187.7,5.0,3922000.0
Audi A6 2.7 Tdi,Nakuru,2013,90000,Diesel,Automatic,Second,12.4,2698.0,179.5,5.0,3330000.0
Nissan Micra Diesel Xv,Kisumu,2011,123880,Diesel,Manual,First,23.08,1461.0,63.1,5.0,488400.0
Honda Amaze S I-Vtech,Nyeri,2015,42000,Petrol,Manual,Second,18.0,1198.0,86.7,5.0,636400.0
Renault Duster 85Ps Diesel Rxl Option,Mombasa,2012,79824,Diesel,Manual,First,19.87,1461.0,83.8,5.0,777000.0
Toyota Innova 2.5 G (Diesel) 8 Seater,Nyeri,2015,75000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,1739000.0
Honda Amaze E I-Vtech,Thika,2014,72411,Petrol,Manual,First,18.0,1198.0,86.7,5.0,629000.0
Mercedes-Benz New C-Class C 250 Cdi Elegance,Nairobi,2012,63000,Diesel,Automatic,First,14.94,2143.0,204.0,5.0,2104560.0
Toyota Etios Liva G,Mombasa,2015,53713,Petrol,Manual,First,17.71,1197.0,78.9,5.0,621600.0
Toyota Innova Crysta 2.8 Gx At 8S,Nairobi,2017,18000,Diesel,Automatic,First,11.36,2755.0,171.5,8.0,2701000.0
Mercedes-Benz New C-Class 200 Cdi Elegance,Nakuru,2013,51000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,2738000.0
Maruti Swift Vxi Bsiii,Mombasa,2008,86700,Petrol,Manual,Second,16.1,1298.0,88.2,5.0,355200.0
Maruti Baleno Alpha 1.3,Kisumu,2016,29000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,962000.0
Hyundai Santro Xing Gl Plus Lpg,Kisumu,2014,56000,Lpg,Manual,First,13.45,1086.0,62.1,5.0,473600.0
Maruti Celerio Vxi At,Nairobi,2015,33000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,590520.0
Ford Ecosport 1.5 Dv5 Mt Ambiente,Mombasa,2014,64394,Diesel,Manual,First,22.7,1498.0,89.84,5.0,806600.0
Tata Manza Aura Quadrajet,Kisumu,2010,76000,Diesel,Manual,First,18.8,1248.0,90.0,5.0,399600.0
Honda Jazz 1.5 Sv I Dtec,Nairobi,2016,48719,Diesel,Manual,First,27.3,1498.0,98.6,5.0,925000.0
Mahindra Xuv500 W8 2Wd,Naivasha,2016,59711,Diesel,Manual,First,15.1,2179.0,140.0,7.0,1965440.0
Nissan Micra Diesel Xv Premium,Kisumu,2012,83000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,547600.0
Mercedes-Benz New C-Class C 220D Avantgarde Edition C,Naivasha,2018,10714,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,5847480.0
Tata Manza Aura Plus Quadrajet Bs Iv,Kisumu,2010,127510,Diesel,Manual,Second,19.0,1248.0,90.0,5.0,207200.0
Maruti Swift Vdi,Kisumu,2014,35010,Diesel,Manual,First,22.9,1248.0,74.0,5.0,518000.0
Maruti Swift Dzire 1.2 Lxi Bsiv,Nyeri,2012,75451,Petrol,Manual,First,17.5,1197.0,85.8,5.0,559440.0
Tata Indigo Ecs Ls (Tdi) Bs-Iii,Eldoret,2015,83000,Diesel,Manual,First,19.09,1405.0,69.01,5.0,399600.0
Honda Amaze S I-Dtech,Kisumu,2013,38755,Diesel,Manual,First,25.8,1498.0,98.6,5.0,473600.0
Maruti Swift Vxi Bsiv,Nairobi,2016,30000,Petrol,Manual,First,20.4,1197.0,81.8,5.0,740000.0
Maruti Ertiga Zdi,Mombasa,2012,40000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,1036000.0
Hyundai Grand I10 Era,Kisumu,2014,19500,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,421800.0
Nissan Micra Active Xv,Thika,2016,41000,Petrol,Manual,First,19.69,1198.0,67.04,5.0,629000.0
Hyundai Grand I10 Asta Option,Nakuru,2014,30000,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,725200.0000000001
Jeep Compass 2.0 Sport,Kisumu,2017,37000,Diesel,Manual,First,17.1,1956.0,170.0,5.0,2501199.9999999995
Volkswagen Polo Diesel Comfortline 1.2L,Nairobi,2014,62000,Diesel,Manual,Second,22.07,1199.0,73.9,5.0,629000.0
Honda Amaze S At I-Vtech,Eldoret,2015,42023,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,642320.0
Bmw X3 Xdrive20D Advantage Edition,Kisumu,2012,51001,Diesel,Automatic,First,16.09,1995.0,184.0,5.0,2516000.0
Bmw 3 Series 320D Luxury Line,Mombasa,2017,55389,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,4210600.0
Honda City V At,Mombasa,2014,46728,Petrol,Automatic,First,15.6,1497.0,116.3,5.0,910200.0
Mahindra Ssangyong Rexton Rx5,Mombasa,2014,58995,Diesel,Manual,First,12.83,2696.0,162.0,7.0,1369000.0
Maruti Swift Dzire Ldi,Nairobi,2015,37857,Diesel,Manual,First,26.59,1248.0,74.0,5.0,717799.9999999999
Maruti Swift Vdi Bsiv,Nyeri,2014,71000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,710400.0
Honda Brio S Option Mt,Eldoret,2012,49024,Petrol,Manual,First,18.4,1198.0,86.8,5.0,340399.99999999994
Hyundai Grand I10 Sportz,Nairobi,2016,10770,Petrol,Manual,First,18.9,1197.0,82.0,5.0,703000.0
Tata Zest Quadrajet 1.3 75Ps Xm,Eldoret,2017,72000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,740000.0
Hyundai Eon Era Plus,Nyeri,2015,91000,Petrol,Manual,First,21.1,814.0,55.2,5.0,370000.0
Hyundai I20 1.2 Spotz,Nairobi,2017,14000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,880600.0
Volvo S60 D4 Kinetic,Nairobi,2014,48000,Diesel,Automatic,Second,9.0,1984.0,181.0,5.0,2368000.0
Ford Ecosport 1.5 Dv5 Mt Titanium Optional,Nairobi,2014,75136,Diesel,Manual,First,22.7,1498.0,89.84,5.0,910200.0
Maruti Ritz Vxi,Kisumu,2014,32500,Petrol,Manual,Second,21.1,1197.0,85.8,5.0,599400.0
Hyundai I20 1.4 Crdi Magna,Kisumu,2010,94500,Diesel,Manual,Second,21.9,1396.0,90.0,5.0,458800.0
Maruti Dzire Vxi,Kisumu,2013,34900,Petrol,Manual,First,22.0,1197.0,81.8,5.0,812520.0
Porsche Panamera 2010 2013 4S,Naivasha,2010,42400,Petrol,Automatic,Third,8.0,4806.0,394.3,4.0,6350680.0
Maruti Swift Vdi Bsiii W/ Abs,Nyeri,2015,50000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,843600.0
Honda Brio S Mt,Kisumu,2014,35000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,421800.0
Chevrolet Beat Ls,Nakuru,2012,37000,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,347800.0
Hyundai Creta 1.6 Sx Plus Petrol Automatic,Naivasha,2018,32807,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,2184480.0
Honda City Zx Gxi,Eldoret,2008,119000,Petrol,Manual,Second,17.7,1497.0,78.0,5.0,333000.0
Maruti Ritz Lxi,Nairobi,2016,12000,Petrol,Manual,First,18.5,1197.0,85.8,5.0,540200.0
Ford Ecosport 1.5 Tdci Trend,Nairobi,2016,46727,Diesel,Manual,First,22.77,1498.0,98.59,5.0,1073000.0
Bmw 3 Series 320D,Kisumu,2010,73336,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,1582120.0
Hyundai Verna 1.6 Sx Vtvt,Nairobi,2014,9000,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,814000.0
Toyota Innova 2.5 G4 Diesel 8-Seater,Mombasa,2005,240000,Diesel,Manual,Fourth & Above,12.8,2494.0,102.0,8.0,754799.9999999999
Maruti Wagon R Lxi,Nairobi,2014,25422,Petrol,Manual,First,22.5,998.0,67.04,5.0,481000.0
Maruti Ertiga Vdi,Nairobi,2018,14000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,1369000.0
Maruti Alto Lxi Bsiii,Kisumu,2008,66000,Petrol,Manual,First,19.7,796.0,46.3,5.0,251600.0
Maruti A-Star Vxi,Mombasa,2010,55324,Petrol,Manual,First,19.0,998.0,66.1,5.0,424760.0
Bmw X5 3.0D,Nakuru,2009,90000,Diesel,Automatic,First,11.0,2993.0,235.0,5.0,2627000.0
Mahindra Kuv 100 G80 K6 Plus 5Str,Kisumu,2017,43000,Petrol,Manual,First,18.15,1198.0,82.0,5.0,666000.0
Hyundai I10 Magna At,Nakuru,2008,58483,Petrol,Automatic,Second,19.2,1197.0,80.0,5.0,436600.0
Honda Civic 2006-2010 1.8 S At,Eldoret,2007,93000,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,384800.0
Hyundai I10 Sportz 1.2,Kisumu,2010,50000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,444000.0
Mercedes-Benz New C-Class C 220 Cdi Elegance At,Thika,2014,78616,Diesel,Automatic,Second,14.84,2143.0,170.0,5.0,2294000.0
Toyota Etios G,Eldoret,2011,37000,Petrol,Manual,First,17.6,1496.0,88.73,5.0,414400.0
Honda City 1.5 E Mt,Kisumu,2010,54801,Petrol,Manual,First,17.0,1497.0,118.0,5.0,370000.0
Maruti Swift Dzire Vdi,Nakuru,2014,29000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,851000.0
Maruti Swift Vxi,Eldoret,2010,68000,Petrol,Manual,First,22.0,1197.0,81.8,5.0,414400.0
Hyundai Verna 1.6 Ex Vtvt,Kisumu,2014,58000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,679320.0
Maruti Ritz Vdi,Eldoret,2012,64290,Diesel,Manual,First,23.2,1248.0,73.94,5.0,540200.0
Toyota Fortuner 4X2 Manual,Nairobi,2015,31000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,2937800.0000000005
Jeep Compass 2.0 Limited,Eldoret,2018,16039,Diesel,Manual,First,17.1,1956.0,170.0,5.0,2738000.0
Hyundai I20 Asta Option 1.2,Kisumu,2017,19860,Petrol,Manual,First,18.6,1197.0,81.83,5.0,1028600.0
Maruti Wagon R Lxi Cng,Nairobi,2014,48500,Cng,Manual,Second,26.6,998.0,58.16,5.0,421800.0
Tata New Safari Dicor 2.2 Ex 4X4 Bs Iv,Nyeri,2012,75391,Diesel,Manual,First,13.93,2179.0,138.0,7.0,555000.0
Maruti Swift Dzire Ldi,Nyeri,2008,78000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,340399.99999999994
Tata Indigo Ecs Els Bs Iv,Kisumu,2016,78000,Diesel,Manual,First,25.0,1396.0,69.01,5.0,340399.99999999994
Maruti Swift Ldi,Kisumu,2016,52000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,880600.0
Maruti Celerio Vxi At,Kisumu,2016,30000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,516520.0
Bmw 5 Series 2013-2017 530D M Sport,Naivasha,2016,19254,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,7059600.0
Volkswagen Polo 1.2 Mpi Highline,Naivasha,2015,29651,Petrol,Manual,First,16.47,1198.0,74.0,5.0,951640.0
Tata Safari Dicor 2.2 Lx 4X2,Nakuru,2011,80000,Diesel,Manual,First,13.93,2179.0,138.03,7.0,666000.0
Mini Cooper S Carbon Edition,Kisumu,2018,2971,Petrol,Automatic,First,13.6,1598.0,181.0,4.0,5883000.0
Ford Figo Petrol Titanium,Kisumu,2015,21400,Petrol,Manual,First,15.6,1196.0,70.0,5.0,592000.0
Honda City I Dtec V,Thika,2015,77000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,1033040.0
Hyundai Tucson Crdi,Nairobi,2006,80000,Diesel,Manual,Second,12.6,1991.0,112.0,7.0,259000.0
Skoda Laura Ambiente 2.0 Tdi Cr Mt,Nairobi,2013,81755,Diesel,Manual,First,20.0,1968.0,108.5,5.0,703000.0
Toyota Fortuner 3.0 Diesel,Kisumu,2016,99593,Diesel,Manual,First,11.5,2982.0,171.0,7.0,3478000.0
Hyundai Verna 1.6 Sx,Kisumu,2014,39791,Diesel,Manual,First,22.32,1582.0,126.32,5.0,1108520.0
Mahindra Xuv500 W6 2Wd,Kisumu,2015,113000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,1605800.0
Renault Kwid Rxt,Nairobi,2017,24000,Petrol,Manual,First,25.17,799.0,53.3,5.0,518000.0
Hyundai I20 Asta 1.2,Nakuru,2015,39000,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,932400.0
Honda City V At,Nakuru,2012,37000,Petrol,Automatic,First,15.6,1497.0,116.3,5.0,999000.0
Ford Endeavour 3.2 Titanium At 4X4,Naivasha,2017,61108,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,4274240.0
Skoda Superb Elegance 1.8 Tsi At,Mombasa,2016,61648,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,2106040.0
Bmw 3 Series 320D Sport,Nairobi,2012,37000,Diesel,Automatic,Third,22.69,1995.0,190.0,5.0,2220000.0
Maruti Ertiga Vxi Cng,Nairobi,2013,53000,Cng,Manual,First,22.8,1373.0,80.9,7.0,858400.0
Maruti Ritz Ldi,Nyeri,2013,65000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,555000.0
Hyundai Santro Xing Xp,Nyeri,2005,120000,Petrol,Manual,First,0.0,1086.0,97.7,5.0,170199.99999999997
Toyota Fortuner 3.0 Diesel,Nyeri,2011,148009,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,1887000.0
Maruti Swift Lxi Bsiii,Nairobi,2009,53001,Petrol,Manual,First,16.1,1298.0,88.2,5.0,288600.0
Tata Tigor 1.2 Revotron Xt,Nairobi,2018,22345,Petrol,Manual,First,20.3,1199.0,84.0,5.0,732600.0
Honda City I Vtec Cvt Vx,Nairobi,2015,50000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,1221000.0
Bmw 3 Series 320D,Kisumu,2013,48183,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,3106520.0
Mercedes-Benz E-Class 2009-2013 E250 Cdi Blue Efficiency,Kisumu,2010,93000,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,2590000.0
Maruti Swift Vdi,Mombasa,2015,53500,Diesel,Manual,First,28.4,1248.0,74.0,5.0,793280.0
Maruti Ertiga Vxi,Nairobi,2014,17585,Petrol,Manual,First,16.02,1373.0,93.7,7.0,939800.0
Hyundai Verna 1.6 Vtvt,Kisumu,2011,36226,Petrol,Manual,First,17.01,1591.0,121.3,5.0,436600.0
Land Rover Discovery Sport Td4 Hse,Naivasha,2019,25899,Diesel,Automatic,First,12.63,2179.0,147.5,5.0,8243600.0
Hyundai Santro Xing Gl,Kisumu,2009,60170,Petrol,Manual,First,0.0,1086.0,62.0,5.0,170199.99999999997
Mercedes-Benz New C-Class C 220 Cdi Style,Kisumu,2017,11200,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,5550000.0
Hyundai I10 Magna 1.2,Mombasa,2017,49045,Petrol,Manual,First,20.36,1197.0,78.9,5.0,602360.0
Volkswagen Polo Diesel Comfortline 1.2L,Kisumu,2012,45000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,442520.0
Maruti Vitara Brezza Vdi Option,Nairobi,2017,40000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,1169200.0
